"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.101058212E1,6.430328064E0,6.571035461E0,1.150926636E1,1.473060889E1
2.102062912E1,6.317163391E0,6.604715424E0,1.099224152E1,1.429539061E1
2.103067612E1,6.459966431E0,6.515650635E0,1.074824890E1,1.413186909E1
2.104072312E1,6.459517365E0,6.233637085E0,1.080992065E1,1.405126259E1
2.105076912E1,6.331533508E0,5.739514618E0,1.098760117E1,1.391968836E1
2.106081612E1,6.134543152E0,4.965025177E0,1.063717987E1,1.324513836E1
2.107086313E1,6.320456543E0,4.451443176E0,9.880653076E0,1.254554991E1
2.108091012E1,7.864944763E0,3.903133392E0,8.787476349E0,1.242221989E1
2.109095613E1,1.195384186E1,2.415227509E0,7.735913086E0,1.444202238E1
2.110100312E1,1.876916931E1,3.038681030E-1,9.243577881E0,2.092409579E1
2.111105012E1,2.623968430E1,-1.439556427E0,1.364233063E1,2.960923065E1
2.112109712E1,3.286326050E1,-2.524200897E0,1.947764603E1,3.828503853E1
2.113114312E1,3.795881424E1,-3.666026459E0,2.530023788E1,4.576476118E1
2.114119012E1,3.996868469E1,-4.952601013E0,2.896087555E1,4.960601098E1
2.115123712E1,3.711606674E1,-5.963299255E0,2.956157639E1,4.782311310E1
2.116128412E1,3.145229462E1,-6.550079041E0,2.764361481E1,4.238301324E1
2.117133112E1,2.672123291E1,-6.375991058E0,2.457260101E1,3.685770300E1
2.118137713E1,2.351969055E1,-5.556595001E0,2.097243759E1,3.199835512E1
2.119142412E1,2.091121490E1,-4.467759247E0,1.707843521E1,2.736626995E1
2.120147071E1,1.824600723E1,-3.346291351E0,1.300480637E1,2.265478833E1
2.121151771E1,1.538276138E1,-2.411934357E0,9.446106720E0,1.821196605E1
2.122156371E1,1.259121643E1,-1.837129669E0,6.604715424E0,1.433652826E1
2.123161071E1,1.035142410E1,-1.406774597E0,4.092339935E0,1.121954731E1
2.124165771E1,8.875493317E0,-8.916957092E-1,1.786235504E0,9.097260034E0
2.125170471E1,8.214617615E0,-3.370989990E-1,-1.231938171E-1,8.222454318E0
2.126175071E1,7.978109436E0,2.911445618E-1,-1.432071991E0,8.110846165E0
2.127179771E1,7.638765106E0,6.968009949E-1,-1.984573059E0,7.923054600E0
2.128184471E1,7.115603027E0,7.797285461E-1,-1.647324371E0,7.345301943E0
2.129189171E1,6.764283600E0,6.870712280E-1,-1.036594391E0,6.877654209E0
2.130193771E1,6.824159088E0,5.460644531E-1,-4.508624268E-1,6.860802473E0
2.131198471E1,7.448810120E0,2.686912537E-1,3.341052246E-1,7.461138887E0
2.132203171E1,8.223449249E0,-1.857637024E-1,1.061742096E0,8.293788157E0
2.133207871E1,8.932375031E0,-8.390052795E-1,1.458866272E0,9.089529380E0
2.134212571E1,9.539811859E0,-1.624122620E0,1.520987091E0,9.795875985E0
2.135217171E1,9.843081207E0,-2.434836731E0,1.251697083E0,1.021672272E1
2.136221871E1,9.906549225E0,-3.309168549E0,6.671626282E-1,1.046591706E1
2.137226571E1,9.795929260E0,-4.097728729E0,-2.233355713E-1,1.062080456E1
2.138231271E1,9.413624268E0,-4.752018127E0,-1.203497314E0,1.061350102E1
2.139235871E1,8.860075378E0,-5.330565033E0,-2.149380341E0,1.056104612E1
2.140240571E1,8.251740417E0,-5.711073761E0,-3.081042938E0,1.049763826E1
2.141245271E1,7.513176270E0,-5.724695435E0,-3.746708679E0,1.016158361E1
2.142249971E1,6.879992981E0,-5.385949860E0,-4.192631378E0,9.691280472E0
2.143254571E1,6.580316162E0,-5.046455841E0,-4.666545868E0,9.515457303E0
2.144259271E1,6.101162567E0,-4.474046173E0,-5.222789154E0,9.193410704E0
2.145263971E1,4.596042480E0,-3.141068115E0,-6.395450592E0,8.478897550E0
2.146268671E1,1.959575043E0,-1.174607391E0,-8.166866913E0,8.480409898E0
2.147273271E1,-5.935157776E-1,9.924362183E-1,-9.914931793E0,9.982137201E0
2.148277971E1,-1.466500397E0,1.682650909E0,-1.065813629E1,1.088934372E1
2.149282671E1,-1.032253418E0,1.407223663E0,-9.422904968E0,9.583160418E0
2.150287371E1,5.992039490E-1,8.446934509E-1,-5.126539307E0,5.230101114E0
2.151292071E1,3.363355865E0,-8.484356689E-1,2.011517029E0,4.009763898E0
2.152296671E1,6.433770905E0,-2.833008728E0,1.209380081E1,1.398854405E1
2.153301371E1,8.745563507E0,-3.763922882E0,2.403432037E1,2.585150967E1
2.154306071E1,9.275461578E0,-2.885399780E0,3.328628082E1,3.467472005E1
2.155310771E1,7.580236816E0,-4.816983032E-1,3.505006302E1,3.586361584E1
2.156315371E1,5.725743256E0,2.301314392E0,3.135260193E1,3.195412073E1
2.157320071E1,5.121599579E0,5.207969971E0,2.635030426E1,2.734396219E1
2.158324771E1,5.913602600E0,7.859855347E0,2.173734695E1,2.385917590E1
2.159329471E1,6.745123444E0,9.735005951E0,1.849613708E1,2.196301706E1
2.160334071E1,6.659202118E0,1.015772690E1,1.615216141E1,2.020932227E1
2.161338771E1,6.068231049E0,9.971963196E0,1.406864410E1,1.828087047E1
2.162343471E1,5.124892731E0,9.613907776E0,1.155926239E1,1.588421529E1
2.163348171E1,4.101470947E0,9.040899353E0,8.814420319E0,1.327606608E1
2.164352771E1,3.184926910E0,8.361162872E0,6.347999268E0,1.097041014E1
2.165357471E1,2.330054626E0,7.794141998E0,4.313579865E0,9.207864861E0
2.166362171E1,1.416654053E0,7.169191589E0,2.893033905E0,7.859634974E0
2.167366871E1,5.312452698E-1,6.381978607E0,2.056124268E0,6.726032968E0
2.168371471E1,-2.143542480E-1,5.533992004E0,1.751208344E0,5.808420259E0
2.169376171E1,-8.062234497E-1,4.604425049E0,1.942660217E0,5.062080106E0
2.170380871E1,-1.268611908E0,3.676354980E0,2.457290039E0,4.600351775E0
2.171385571E1,-1.747915192E0,2.791694641E0,3.283871155E0,4.651083341E0
2.172390171E1,-2.192341003E0,2.016307068E0,4.112847290E0,5.078126239E0
2.173394871E1,-2.634820862E0,1.326691132E0,4.816833344E0,5.648386831E0
2.174399571E1,-2.908002777E0,8.975335693E-1,5.350623322E0,6.155584179E0
2.175404271E1,-3.148253174E0,7.966433716E-1,5.898484039E0,6.733368598E0
2.176408971E1,-3.539838867E0,9.253756714E-1,6.283932495E0,7.271491384E0
2.177413571E1,-4.139342194E0,1.479373627E0,6.099965057E0,7.518794706E0
2.178418271E1,-4.983885956E0,2.359692993E0,5.643264771E0,7.890101870E0
2.179422971E1,-5.823639679E0,3.316652985E0,4.764591980E0,8.222913283E0
2.180427671E1,-6.111640778E0,4.176614685E0,2.946023712E0,7.967139947E0
2.181432271E1,-6.064039764E0,4.736001434E0,1.359922028E0,7.813557178E0
2.182436971E1,-6.017935638E0,4.847519531E0,2.121538239E0,8.013421208E0
2.183441671E1,-5.092110901E0,4.717589722E0,5.074447632E0,8.598561797E0
2.184446371E1,-2.811004486E0,3.772305450E0,8.507408752E0,9.721524485E0
2.185450971E1,-6.270460510E-1,2.478396149E0,1.175370804E1,1.202851973E1
2.186455671E1,8.493338013E-1,1.724114685E0,1.453597229E1,1.466248375E1
2.187460371E1,1.412163391E0,1.333127747E0,1.648132690E1,1.659534789E1
2.188465071E1,1.306483154E0,8.102650452E-1,1.701541626E1,1.708472470E1
2.189469671E1,7.036866760E-1,7.423063660E-1,1.602223160E1,1.605484659E1
2.190474371E1,-1.038839722E-1,1.119072876E0,1.465287918E1,1.469591727E1
2.191479071E1,-8.472381592E-1,1.461410980E0,1.340282867E1,1.350886194E1
2.192483771E1,-1.643133087E0,1.855092316E0,1.181343384E1,1.207056224E1
2.193488371E1,-1.577719116E0,1.982926483E0,1.026340714E1,1.057159974E1
2.194493071E1,-1.364263000E0,1.933978271E0,9.936936035E0,1.021490006E1
2.195497771E1,-1.119372253E0,2.032922516E0,1.003872437E1,1.030348267E1
2.196502471E1,-8.695417786E-1,2.091450806E0,1.010862900E1,1.035927843E1
2.197507071E1,-8.095166016E-1,2.116149445E0,1.041668839E1,1.066024402E1
2.198511771E1,-5.842350769E-1,1.944007416E0,1.062685135E1,1.081898632E1
2.199516471E1,-4.623884583E-1,1.783241730E0,1.087638245E1,1.103129409E1
2.200521171E1,2.380050659E-1,2.118993530E0,1.021879990E1,1.043890087E1
2.201525771E1,7.842192078E-1,2.301464081E0,9.993967438E0,1.028548112E1
2.202530471E1,9.521699524E-1,2.361638947E0,9.940977631E0,1.026192001E1
2.203535171E1,1.155746613E0,2.693049774E0,1.038495438E1,1.079053033E1
2.204539871E1,1.570983124E0,2.999163208E0,1.028675858E1,1.082960618E1
2.205544471E1,1.865420837E0,3.201692047E0,9.775571594E0,1.045430184E1
2.206549171E1,1.882335663E0,3.352578278E0,9.049581299E0,9.832491563E0
2.207553871E1,1.707798615E0,3.373684387E0,7.949967957E0,8.803426206E0
2.208558571E1,1.654808807E0,3.231031036E0,7.142546997E0,8.012111541E0
2.209563171E1,2.025587769E0,3.054098969E0,7.104076996E0,7.993649747E0
2.210567871E1,2.355202332E0,2.929108887E0,7.534432068E0,8.419876690E0
2.211572571E1,2.287842407E0,2.981949005E0,7.966882782E0,8.808942275E0
2.212577271E1,2.027533722E0,3.244053955E0,8.491392059E0,9.313351607E0
2.213581871E1,1.819765778E0,3.518433380E0,8.891959076E0,9.734364753E0
2.214586571E1,1.857637024E0,3.663781128E0,8.962911530E0,9.859406197E0
2.215591271E1,2.071841583E0,3.692521362E0,8.945697327E0,9.897107770E0
2.216595971E1,2.413431244E0,3.688779144E0,8.918903046E0,9.948797590E0
2.217600571E1,2.488425293E0,3.651356964E0,8.933123474E0,9.966211072E0
2.218605271E1,2.531086578E0,3.744313660E0,9.005722504E0,1.007617595E1
2.219609971E1,2.505340118E0,3.882925415E0,9.453441467E0,1.052242341E1
2.220614838E1,2.618355103E0,4.022734680E0,9.916428680E0,1.101697488E1
2.221619537E1,2.810854797E0,4.002975769E0,1.010249176E1,1.122430664E1
2.222624137E1,2.846331024E0,3.916006622E0,9.815388794E0,1.094433942E1
2.223628837E1,2.655627594E0,4.142186279E0,9.247469788E0,1.047500657E1
2.224633537E1,2.357597351E0,4.570146332E0,8.912915497E0,1.029002262E1
2.225638237E1,2.259251862E0,4.704267426E0,9.070537720E0,1.046465506E1
2.226642837E1,2.374661865E0,4.558919678E0,9.583371277E0,1.087491483E1
2.227647537E1,2.714604950E0,4.344116364E0,1.028391449E1,1.148909588E1
2.228652237E1,3.071762238E0,4.096680908E0,1.087204147E1,1.201747908E1
2.229656938E1,3.114124146E0,3.804787903E0,1.126467499E1,1.229093498E1
2.230661537E1,2.996169434E0,3.608695679E0,1.133877090E1,1.227059254E1
2.231666238E1,2.618055725E0,3.525618439E0,1.079061081E1,1.164995634E1
2.232670937E1,1.988165588E0,3.579805756E0,9.674232330E0,1.050516934E1
2.233675637E1,1.431473236E0,3.780538330E0,8.581953735E0,9.486385803E0
2.234680237E1,1.152453461E0,3.883075104E0,7.916287994E0,8.892358340E0
2.235684937E1,1.252146149E0,3.894601135E0,7.744145966E0,8.758286631E0
2.236689637E1,1.631157990E0,3.977528687E0,8.001011810E0,9.082818991E0
2.237694337E1,2.115550690E0,3.970044250E0,8.577762451E0,9.685804806E0
2.238698937E1,2.574047241E0,3.889362030E0,9.089099121E0,1.021589835E1
2.239703637E1,2.773282928E0,3.887865143E0,9.326505432E0,1.047808652E1
2.240708338E1,2.792892151E0,3.958518219E0,9.298214264E0,1.048460307E1
2.241713037E1,2.686014404E0,4.055965576E0,8.930129700E0,1.016920580E1
2.242717638E1,2.539020081E0,4.104464722E0,8.538244629E0,9.807898601E0
2.243722337E1,2.343376923E0,4.060905304E0,8.163124695E0,9.413765032E0
2.244727037E1,1.976639557E0,3.921245728E0,7.840246124E0,8.986252349E0
2.245731737E1,1.542093201E0,3.830983429E0,7.733368378E0,8.766953401E0
2.246736337E1,1.405277710E0,3.824995880E0,7.567812653E0,8.595183958E0
2.247741037E1,1.080602875E0,3.731440430E0,7.721093903E0,8.643300371E0
2.248745737E1,6.221063232E-1,3.761228485E0,7.879015503E0,8.752870460E0
2.249750438E1,5.903723145E-1,3.834875336E0,7.963140564E0,8.858127113E0
2.250755037E1,7.780819702E-1,3.760629730E0,7.934400330E0,8.814899665E0
2.251759738E1,8.946894836E-1,3.785478058E0,7.710615692E0,8.636197528E0
2.252764437E1,9.249266052E-1,4.042792969E0,7.548502808E0,8.612755590E0
2.253769137E1,8.235873413E-1,4.229005737E0,7.438631287E0,8.596279489E0
2.254773737E1,7.006929016E-1,4.258195038E0,7.366481323E0,8.537461134E0
2.255778437E1,5.954617310E-1,4.230203247E0,7.416327667E0,8.558686246E0
2.256783137E1,4.915777588E-1,4.203558655E0,7.423213348E0,8.544919571E0
2.257787837E1,4.324507141E-1,4.233197021E0,7.403753815E0,8.539469608E0
2.258792437E1,4.046086121E-1,4.280199280E0,7.339537354E0,8.506034480E0
2.259797137E1,3.546125793E-1,4.388723602E0,7.261699219E0,8.492285940E0
2.260801838E1,3.598516846E-1,4.483027496E0,7.322921906E0,8.593731087E0
2.261806537E1,5.399272156E-1,4.483326874E0,7.599097595E0,8.839571569E0
2.262811138E1,7.119195557E-1,4.429139557E0,7.892188110E0,9.078036122E0
2.263815837E1,7.342231750E-1,4.388424225E0,8.139324188E0,9.276095574E0
2.264820537E1,7.259902954E-1,4.358486481E0,8.392447815E0,9.484547782E0
2.265825237E1,7.457492065E-1,4.241130524E0,8.676257629E0,9.686112556E0
2.266829837E1,7.397616577E-1,4.107458496E0,8.840466156E0,9.776108861E0
2.267834537E1,6.050418091E-1,4.019591217E0,8.914711761E0,9.797717843E0
2.268839237E1,4.613406372E-1,3.982917480E0,9.012009430E0,9.863710296E0
2.269843937E1,4.224215698E-1,4.063899078E0,9.158854065E0,1.002887449E1
2.270848537E1,4.442761230E-1,4.297563171E0,9.089248810E0,1.006383994E1
2.271853238E1,3.144960022E-1,4.530029755E0,8.704249420E0,9.817537129E0
2.272857937E1,3.044668579E-1,4.799170074E0,8.064928894E0,9.389771645E0
2.273862637E1,5.153782654E-1,5.076692963E0,7.715705109E0,9.250434126E0
2.274867237E1,9.297166443E-1,5.085674286E0,7.954608307E0,9.487056935E0
2.275871937E1,1.364861755E0,4.859045563E0,8.703051910E0,1.006063040E1
2.276876637E1,1.661245422E0,4.484075317E0,9.662556610E0,1.078107917E1
2.277881237E1,1.933678894E0,3.975882111E0,1.043749512E1,1.133525725E1
2.278885937E1,2.481838989E0,3.625909882E0,1.063822769E1,1.150993639E1
2.279890637E1,2.038610687E0,3.182531891E0,1.104253693E1,1.167142084E1
2.280895337E1,1.362616425E0,2.984344025E0,1.098790054E1,1.146721375E1
2.281899937E1,1.088686066E0,3.142864380E0,1.035232224E1,1.087351873E1
2.282904638E1,8.765771484E-1,3.226690063E0,9.525591431E0,1.009538550E1
2.283909337E1,6.538403320E-1,3.302282867E0,8.744216309E0,9.369839815E0
2.284914037E1,4.023632813E-1,3.417243805E0,8.253237305E0,8.941777085E0
2.285918637E1,1.432521057E-1,3.505260773E0,8.186775513E0,8.906776496E0
2.286923337E1,2.320175171E-2,3.610941010E0,8.141120453E0,8.906024676E0
2.287928037E1,-3.861968994E-2,3.783981171E0,8.005502472E0,8.854833415E0
2.288932737E1,-6.601272583E-2,3.922443237E0,7.889344025E0,8.810883484E0
2.289937337E1,-2.694396973E-2,3.975882111E0,7.783514099E0,8.740220607E0
2.290942037E1,3.427871704E-2,4.056115265E0,7.666607208E0,8.673529395E0
2.291946737E1,2.594105530E-1,4.226461029E0,7.786058807E0,8.863011814E0
2.292951437E1,4.710704041E-1,4.290378113E0,7.946525116E0,9.043036719E0
2.293956038E1,6.295907593E-1,4.277055817E0,8.150101776E0,9.225711352E0
2.294960737E1,8.065228271E-1,4.229454803E0,8.442892914E0,9.477405117E0
2.295965437E1,9.394464111E-1,4.066294098E0,8.934919739E0,9.861546430E0
2.296970137E1,1.059796143E0,3.744163971E0,9.511820068E0,1.027699629E1
2.297974737E1,1.155147858E0,3.531755676E0,1.013467484E1,1.079441053E1
2.298979437E1,1.207688599E0,3.297792206E0,1.078492264E1,1.134233228E1
2.299984137E1,1.288969574E0,3.081791382E0,1.127350662E1,1.175801141E1
2.300988837E1,1.382225647E0,3.009940796E0,1.145747406E1,1.192660904E1
2.301993437E1,1.409319305E0,3.055595856E0,1.114791779E1,1.164469484E1
2.302998137E1,1.394500122E0,3.269950104E0,1.064032333E1,1.121845288E1
2.304002837E1,1.381028137E0,3.498375092E0,1.003797592E1,1.071946023E1
2.305007537E1,1.353934479E0,3.708538055E0,9.372310181E0,1.016988649E1
2.306012137E1,1.274898834E0,3.938310242E0,8.799451447E0,9.724505147E0
2.307016837E1,1.205143890E0,4.156855774E0,8.341553650E0,9.397517705E0
2.308021537E1,1.118923187E0,4.353846130E0,7.954159241E0,9.136553751E0
2.309026237E1,1.090182953E0,4.424648895E0,7.798482971E0,9.032295022E0
2.310030837E1,1.196761322E0,4.466561737E0,7.800877991E0,9.068412697E0
2.311035537E1,1.397942963E0,4.520150299E0,7.967182159E0,9.266174767E0
2.312040237E1,1.682950287E0,4.552782440E0,8.460556183E0,9.754033040E0
2.313044837E1,2.036814423E0,4.558620300E0,8.950936432E0,1.024933632E1
2.314049537E1,2.184706879E0,4.497247925E0,9.150621185E0,1.042746619E1
2.315054237E1,2.109712830E0,4.467010803E0,9.044641571E0,1.030585343E1
2.316058937E1,1.923050995E0,4.446952515E0,8.873846741E0,1.011032481E1
2.317063537E1,1.798060913E0,4.362677765E0,8.699908447E0,9.897190880E0
2.318068237E1,1.654509430E0,4.237388306E0,8.600365448E0,9.729293240E0
2.319072937E1,1.531465302E0,4.105811920E0,8.665180664E0,9.710223140E0
2.320077463E1,1.489103394E0,3.927083588E0,9.011859741E0,9.942486129E0
2.321082062E1,1.573677521E0,3.775897980E0,9.429491272E0,1.027857831E1
2.322086763E1,1.729653168E0,3.711082764E0,9.931846619E0,1.074269113E1
2.323091462E1,1.933080139E0,3.632645874E0,1.032462982E1,1.111444537E1
2.324096162E1,1.976340179E0,3.602408752E0,1.029978149E1,1.108912838E1
2.325100762E1,1.907333679E0,3.714076538E0,9.885592804E0,1.073113374E1
2.326105462E1,1.794618073E0,3.848047943E0,9.413175201E0,1.032647057E1
2.327110162E1,1.637145538E0,3.862717438E0,8.999136200E0,9.929012230E0
2.328114862E1,1.514400787E0,3.930376740E0,8.717422028E0,9.681669167E0
2.329119462E1,1.368454285E0,3.990551605E0,8.553063812E0,9.536879459E0
2.330124162E1,1.286424866E0,4.033362579E0,8.432863770E0,9.435893916E0
2.331128863E1,1.346450043E0,4.035607910E0,8.431965637E0,9.444421816E0
2.332133562E1,1.510508881E0,3.963907013E0,8.559350739E0,9.552836278E0
2.333138163E1,1.645677795E0,3.910168762E0,8.661887512E0,9.644997171E0
2.334142862E1,1.602268066E0,3.937262421E0,8.595575409E0,9.589223896E0
2.335147562E1,1.464853821E0,3.976031799E0,8.411308594E0,9.418319269E0
2.336152162E1,1.329684906E0,3.995191956E0,8.255782013E0,9.267554012E0
2.337156862E1,1.275048523E0,3.932173004E0,8.147856445E0,9.136481704E0
2.338161562E1,1.190025330E0,3.998185730E0,7.973469086E0,8.998769842E0
2.339166262E1,1.205742645E0,4.173770599E0,7.912246399E0,9.026506490E0
2.340170862E1,1.392105103E0,4.282893677E0,7.893385620E0,9.087720914E0
2.341175562E1,1.478924561E0,4.317471771E0,7.849826202E0,9.080063423E0
2.342180263E1,1.602417755E0,4.342320099E0,7.939789124E0,9.190415542E0
2.343184962E1,1.846709747E0,4.405788116E0,8.170908508E0,9.464938017E0
2.344189563E1,2.139650574E0,4.464765472E0,8.422984314E0,9.770307060E0
2.345194262E1,2.357297974E0,4.431085510E0,8.664282532E0,1.001304970E1
2.346198962E1,2.429447937E0,4.430636444E0,8.812773743E0,1.015862873E1
2.347203662E1,2.438578949E0,4.421804810E0,8.892258453E0,1.022601024E1
2.348208262E1,2.432890778E0,4.313879242E0,8.831634521E0,1.012552616E1
2.349212962E1,2.368824005E0,4.266876984E0,8.647816772E0,9.929869148E0
2.350217662E1,2.251168671E0,4.371659088E0,8.431217194E0,9.760357931E0
2.351222362E1,2.236349487E0,4.433031464E0,8.343948669E0,9.709505980E0
2.352226962E1,2.356549530E0,4.481829987E0,8.348289642E0,9.763916513E0
2.353231663E1,2.447859650E0,4.481380920E0,8.475075989E0,9.894529035E0
2.354236362E1,2.501897278E0,4.373305664E0,8.734486542E0,1.008347894E1
2.355240963E1,2.468067627E0,4.285139008E0,8.872050476E0,1.015711838E1
2.356245662E1,2.353855133E0,4.218377838E0,8.778195648E0,1.001958404E1
2.357250362E1,2.240091705E0,4.188140717E0,8.610993347E0,9.834009352E0
2.358255062E1,2.160008240E0,4.162244568E0,8.458161163E0,9.671111917E0
2.359259662E1,2.109862518E0,4.122427368E0,8.366401978E0,9.562562904E0
2.360264362E1,2.039209442E0,4.125570831E0,8.335566101E0,9.521574033E0
2.361269062E1,1.982926483E0,4.104614410E0,8.386909332E0,9.545685153E0
2.362273762E1,1.986219635E0,4.048181763E0,8.488248596E0,9.611618399E0
2.363278362E1,2.077080688E0,4.061204681E0,8.590336304E0,9.726331552E0
2.364283063E1,2.169139252E0,4.118834839E0,8.644822998E0,9.818499386E0
2.365287762E1,2.248623962E0,4.146676941E0,8.565038910E0,9.778094441E0
2.366292462E1,2.212099915E0,4.171824646E0,8.360264740E0,9.601642226E0
2.367297062E1,2.098935242E0,4.204456787E0,8.062084808E0,9.331677099E0
2.368301762E1,2.050286407E0,4.263883209E0,7.878117371E0,9.189619561E0
2.369306462E1,2.071093140E0,4.304149475E0,7.775580597E0,9.125501801E0
2.370311062E1,2.141446838E0,4.334236908E0,7.834258575E0,9.205814009E0
2.371315762E1,2.245630188E0,4.252656555E0,8.043673096E0,9.371692461E0
2.372320462E1,2.298470306E0,4.171674957E0,8.277486877E0,9.550006634E0
2.373325162E1,2.295775909E0,4.110601959E0,8.492140503E0,9.709999270E0
2.374329762E1,2.246977386E0,4.039948883E0,8.707093506E0,9.858172836E0
2.375334463E1,2.334694977E0,4.052971802E0,8.926836548E0,1.007798550E1
2.376339162E1,2.604583740E0,4.160148926E0,9.106013947E0,1.034457276E1
2.377343862E1,2.905009003E0,4.352947998E0,9.281898193E0,1.065555572E1
2.378348462E1,3.096011810E0,4.573289795E0,9.446106720E0,1.094208394E1
2.379353162E1,3.202889557E0,4.912035370E0,9.560917969E0,1.121595941E1
2.380357862E1,3.535647583E0,5.405259705E0,9.824968872E0,1.175787607E1
2.381362462E1,4.457730103E0,6.255491638E0,1.052626053E1,1.303091302E1
2.382367162E1,6.004763031E0,7.124284973E0,1.150881729E1,1.480761598E1
2.383371862E1,7.720495148E0,8.283175049E0,1.324041641E1,1.742198786E1
2.384376562E1,9.917326813E0,9.633067932E0,1.501737122E1,2.041251594E1
2.385381162E1,1.176373718E1,1.059975769E1,1.652668259E1,2.288824180E1
2.386385863E1,1.286978714E1,1.090826614E1,1.737481888E1,2.421788641E1
2.387390562E1,1.318997131E1,1.073612411E1,1.760249542E1,2.447626502E1
2.388395262E1,1.275871811E1,1.026101212E1,1.703816895E1,2.362990602E1
2.389399862E1,1.192914322E1,9.710906067E0,1.617431534E1,2.232072201E1
2.390404562E1,1.091754684E1,9.009165344E0,1.503069351E1,2.064654055E1
2.391409262E1,9.799072723E0,8.133935394E0,1.392314667E1,1.886893596E1
2.392413962E1,8.869655457E0,7.202272797E0,1.315404602E1,1.742333057E1
2.393418562E1,7.816894684E0,5.932313690E0,1.247430954E1,1.587150235E1
2.394423262E1,6.537505188E0,4.472698975E0,1.147438889E1,1.394294124E1
2.395427962E1,5.157674561E0,3.235970764E0,1.037372772E1,1.202860509E1
2.396432562E1,3.701502686E0,1.890418854E0,9.567803650E0,1.043157094E1
2.397437263E1,2.222578125E0,3.333567810E-1,9.094787292E0,9.368358243E0
2.398441962E1,5.530998230E-1,-1.004860382E0,8.098459167E0,8.179285096E0
2.399446662E1,-1.092727661E0,-2.117945709E0,6.937623138E0,7.335554688E0
2.400451262E1,-2.768792267E0,-3.307072906E0,5.787115631E0,7.217593030E0
2.401455962E1,-4.625830536E0,-4.167633362E0,4.536166992E0,7.703524321E0
2.402460662E1,-6.517895966E0,-4.725223846E0,3.135529633E0,8.639574891E0
2.403465362E1,-8.343649292E0,-5.373825073E0,1.756297760E0,1.007864382E1
2.404469962E1,-1.016131943E1,-6.063291321E0,3.405418396E-1,1.183773132E1
2.405474662E1,-1.201970490E1,-6.540199585E0,-1.058299255E0,1.372470450E1
2.406479362E1,-1.370969055E1,-6.661148071E0,-2.348316650E0,1.542209777E1
2.407483962E1,-1.515508484E1,-6.841373291E0,-3.640878754E0,1.702166217E1
2.408488663E1,-1.607492203E1,-6.826853485E0,-5.187761993E0,1.821872447E1
2.409493362E1,-1.621682693E1,-6.289321289E0,-6.582411804E0,1.859755853E1
2.410498062E1,-1.562989746E1,-6.015989685E0,-6.835984497E0,1.808912686E1
2.411502662E1,-1.451681213E1,-6.064189453E0,-6.254593506E0,1.693021465E1
2.412507362E1,-1.293505142E1,-5.916746063E0,-5.156626740E0,1.512991205E1
2.413512062E1,-1.152109177E1,-5.847739563E0,-3.932921448E0,1.350553533E1
2.414516762E1,-9.695488129E0,-5.909411316E0,-2.417173462E0,1.160889141E1
2.415521362E1,-7.573800201E0,-5.859115906E0,-6.298901367E-1,9.596272728E0
2.416526062E1,-5.113965454E0,-5.427862701E0,1.459015961E0,7.598885691E0
2.417530762E1,-2.168241119E0,-4.456831970E0,3.643573151E0,6.151442600E0
2.418535362E1,9.711804199E-1,-3.013084259E0,5.675298157E0,6.498528859E0
2.419540063E1,4.152065735E0,-1.204694824E0,7.539671173E0,8.691235866E0
2.420544762E1,7.552694092E0,1.170715485E0,9.379046173E0,1.209877142E1
2.421549462E1,1.084554657E1,3.953877869E0,1.089015381E1,1.586992377E1
2.422554062E1,1.328921494E1,6.693630524E0,1.140598114E1,1.874844871E1
2.423558762E1,1.446112793E1,9.070088654E0,1.148696274E1,2.057525315E1
2.424563462E1,1.500868927E1,1.093640762E1,1.191881470E1,2.206635242E1
2.425568162E1,1.491992386E1,1.199904785E1,1.239512421E1,2.280834017E1
2.426572762E1,1.372600662E1,1.216744766E1,1.246712448E1,2.217835055E1
2.427577462E1,1.229647934E1,1.179172897E1,1.204081100E1,2.086215248E1
2.428582162E1,1.048898804E1,1.106888214E1,1.152573212E1,1.911495547E1
2.429586762E1,8.825946350E0,1.032747391E1,1.094793365E1,1.744738655E1
2.430591463E1,7.455246735E0,9.606573029E0,1.100346817E1,1.639948966E1
2.431596162E1,6.175258484E0,8.880433044E0,1.159174484E1,1.585447750E1
2.432600862E1,5.181624756E0,8.184979248E0,1.221894058E1,1.559312763E1
2.433605462E1,4.629572754E0,7.820337524E0,1.262055542E1,1.555213947E1
2.434610162E1,4.772974548E0,7.735613708E0,1.263687149E1,1.556635881E1
2.435614862E1,4.687502289E0,7.247778168E0,1.267384460E1,1.533392654E1
2.436619462E1,3.817062378E0,6.618187408E0,1.225426712E1,1.444082520E1
2.437624162E1,2.652484131E0,6.175408173E0,1.154534134E1,1.335912590E1
2.438628862E1,1.774110718E0,5.619015198E0,1.076516373E1,1.227230829E1
2.439633562E1,1.152902527E0,5.255870361E0,9.749675446E0,1.113595657E1
2.440638162E1,9.141490173E-1,4.981940002E0,8.755143585E0,1.011473845E1
2.441642863E1,3.802093506E-1,4.941074982E0,8.416697388E0,9.767270655E0
2.442647562E1,7.828720093E-2,4.969515839E0,7.920329590E0,9.350606257E0
2.443652262E1,1.618135071E-1,4.739593964E0,7.522606659E0,8.892668075E0
